धातुः	धातुपाठे	अर्थः	गणः	संख्या	लकारः	पदम्	प्र॰एक॰	प्र॰द्वि॰	प्र॰बहु॰	म॰एक॰	म॰द्वि॰	म॰बहु॰	उ॰एक॰	उ॰द्वि॰	उ॰बहु॰
पै	पै॒	शोषणे	भ्वादि	01.1069	लट्	परस्मै॰	पायति	पायतः	पायन्ति	पायसि	पायथः	पायथ	पायामि	पायावः	पायामः
पै	पै॒	शोषणे	भ्वादि	01.1069	लिट्	परस्मै॰	पपौ	पपतुः	पपुः	पपाथ,पपिथ	पपथुः	पप	पपौ	पपिव	पपिम
पै	पै॒	शोषणे	भ्वादि	01.1069	लुट्	परस्मै॰	पाता	पातारौ	पातारः	पातासि	पातास्थः	पातास्थ	पातास्मि	पातास्वः	पातास्मः
पै	पै॒	शोषणे	भ्वादि	01.1069	लृट्	परस्मै॰	पास्यति	पास्यतः	पास्यन्ति	पास्यसि	पास्यथः	पास्यथ	पास्यामि	पास्यावः	पास्यामः
पै	पै॒	शोषणे	भ्वादि	01.1069	लोट्	परस्मै॰	पायतात्,पायतु	पायताम्	पायन्तु	पाय,पायतात्	पायतम्	पायत	पायानि	पायाव	पायाम
पै	पै॒	शोषणे	भ्वादि	01.1069	लङ्	परस्मै॰	अपायत्	अपायताम्	अपायन्	अपायः	अपायतम्	अपायत	अपायम्	अपायाव	अपायाम
पै	पै॒	शोषणे	भ्वादि	01.1069	विधिलिङ्	परस्मै॰	पायेत्	पायेताम्	पायेयुः	पायेः	पायेतम्	पायेत	पायेयम्	पायेव	पायेम
पै	पै॒	शोषणे	भ्वादि	01.1069	आशीर्लिङ्	परस्मै॰	पायात्	पायास्ताम्	पायासुः	पायाः	पायास्तम्	पायास्त	पायासम्	पायास्व	पायास्म
पै	पै॒	शोषणे	भ्वादि	01.1069	लुङ्	परस्मै॰	अपासीत्	अपासिष्टाम्	अपासिषुः	अपासीः	अपासिष्टम्	अपासिष्ट	अपासिषम्	अपासिष्व	अपासिष्म
पै	पै॒	शोषणे	भ्वादि	01.1069	लृङ्	परस्मै॰	अपास्यत्	अपास्यताम्	अपास्यन्	अपास्यः	अपास्यतम्	अपास्यत	अपास्यम्	अपास्याव	अपास्याम
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	लट्	परस्मै॰	वायति	वायतः	वायन्ति	वायसि	वायथः	वायथ	वायामि	वायावः	वायामः
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	लिट्	परस्मै॰	ववौ	ववतुः	ववुः	ववाथ,वविथ	ववथुः	वव	ववौ	वविव	वविम
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	लुट्	परस्मै॰	वाता	वातारौ	वातारः	वातासि	वातास्थः	वातास्थ	वातास्मि	वातास्वः	वातास्मः
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	लृट्	परस्मै॰	वास्यति	वास्यतः	वास्यन्ति	वास्यसि	वास्यथः	वास्यथ	वास्यामि	वास्यावः	वास्यामः
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	लोट्	परस्मै॰	वायतात्,वायतु	वायताम्	वायन्तु	वायतात्,वाय	वायतम्	वायत	वायानि	वायाव	वायाम
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	लङ्	परस्मै॰	अवायत्	अवायताम्	अवायन्	अवायः	अवायतम्	अवायत	अवायम्	अवायाव	अवायाम
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	विधिलिङ्	परस्मै॰	वायेत्	वायेताम्	वायेयुः	वायेः	वायेतम्	वायेत	वायेयम्	वायेव	वायेम
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	आशीर्लिङ्	परस्मै॰	वायात्	वायास्ताम्	वायासुः	वायाः	वायास्तम्	वायास्त	वायासम्	वायास्व	वायास्म
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	लुङ्	परस्मै॰	अवासीत्	अवासिष्टाम्	अवासिषुः	अवासीः	अवासिष्टम्	अवासिष्ट	अवासिषम्	अवासिष्व	अवासिष्म
वै	ओँ॑वै॑	शोषणे	भ्वादि	01.1070	लृङ्	परस्मै॰	अवास्यत्	अवास्यताम्	अवास्यन्	अवास्यः	अवास्यतम्	अवास्यत	अवास्यम्	अवास्याव	अवास्याम
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	लट्	परस्मै॰	स्तायति	स्तायतः	स्तायन्ति	स्तायसि	स्तायथः	स्तायथ	स्तायामि	स्तायावः	स्तायामः
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	लिट्	परस्मै॰	तस्तौ	तस्ततुः	तस्तुः	तस्ताथ,तस्तिथ	तस्तथुः	तस्त	तस्तौ	तस्तिव	तस्तिम
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	लुट्	परस्मै॰	स्ताता	स्तातारौ	स्तातारः	स्तातासि	स्तातास्थः	स्तातास्थ	स्तातास्मि	स्तातास्वः	स्तातास्मः
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	लृट्	परस्मै॰	स्तास्यति	स्तास्यतः	स्तास्यन्ति	स्तास्यसि	स्तास्यथः	स्तास्यथ	स्तास्यामि	स्तास्यावः	स्तास्यामः
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	लोट्	परस्मै॰	स्तायतात्,स्तायतु	स्तायताम्	स्तायन्तु	स्ताय,स्तायतात्	स्तायतम्	स्तायत	स्तायानि	स्तायाव	स्तायाम
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	लङ्	परस्मै॰	अस्तायत्	अस्तायताम्	अस्तायन्	अस्तायः	अस्तायतम्	अस्तायत	अस्तायम्	अस्तायाव	अस्तायाम
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	विधिलिङ्	परस्मै॰	स्तायेत्	स्तायेताम्	स्तायेयुः	स्तायेः	स्तायेतम्	स्तायेत	स्तायेयम्	स्तायेव	स्तायेम
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	आशीर्लिङ्	परस्मै॰	स्तेयात्,स्तायात्	स्तायास्ताम्,स्तेयास्ताम्	स्तेयासुः,स्तायासुः	स्तायाः,स्तेयाः	स्तायास्तम्,स्तेयास्तम्	स्तायास्त,स्तेयास्त	स्तायासम्,स्तेयासम्	स्तायास्व,स्तेयास्व	स्तेयास्म,स्तायास्म
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	लुङ्	परस्मै॰	अस्तासीत्	अस्तासिष्टाम्	अस्तासिषुः	अस्तासीः	अस्तासिष्टम्	अस्तासिष्ट	अस्तासिषम्	अस्तासिष्व	अस्तासिष्म
स्तै	ष्टै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1071	लृङ्	परस्मै॰	अस्तास्यत्	अस्तास्यताम्	अस्तास्यन्	अस्तास्यः	अस्तास्यतम्	अस्तास्यत	अस्तास्यम्	अस्तास्याव	अस्तास्याम
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	लट्	परस्मै॰	स्नायति	स्नायतः	स्नायन्ति	स्नायसि	स्नायथः	स्नायथ	स्नायामि	स्नायावः	स्नायामः
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	लिट्	परस्मै॰	सस्नौ	सस्नतुः	सस्नुः	सस्नाथ,सस्निथ	सस्नथुः	सस्न	सस्नौ	सस्निव	सस्निम
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	लुट्	परस्मै॰	स्नाता	स्नातारौ	स्नातारः	स्नातासि	स्नातास्थः	स्नातास्थ	स्नातास्मि	स्नातास्वः	स्नातास्मः
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	लृट्	परस्मै॰	स्नास्यति	स्नास्यतः	स्नास्यन्ति	स्नास्यसि	स्नास्यथः	स्नास्यथ	स्नास्यामि	स्नास्यावः	स्नास्यामः
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	लोट्	परस्मै॰	स्नायतात्,स्नायतु	स्नायताम्	स्नायन्तु	स्नाय,स्नायतात्	स्नायतम्	स्नायत	स्नायानि	स्नायाव	स्नायाम
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	लङ्	परस्मै॰	अस्नायत्	अस्नायताम्	अस्नायन्	अस्नायः	अस्नायतम्	अस्नायत	अस्नायम्	अस्नायाव	अस्नायाम
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	विधिलिङ्	परस्मै॰	स्नायेत्	स्नायेताम्	स्नायेयुः	स्नायेः	स्नायेतम्	स्नायेत	स्नायेयम्	स्नायेव	स्नायेम
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	आशीर्लिङ्	परस्मै॰	स्नायात्,स्नेयात्	स्नायास्ताम्,स्नेयास्ताम्	स्नेयासुः,स्नायासुः	स्नेयाः,स्नायाः	स्नायास्तम्,स्नेयास्तम्	स्नायास्त,स्नेयास्त	स्नायासम्,स्नेयासम्	स्नायास्व,स्नेयास्व	स्नेयास्म,स्नायास्म
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	लुङ्	परस्मै॰	अस्नासीत्	अस्नासिष्टाम्	अस्नासिषुः	अस्नासीः	अस्नासिष्टम्	अस्नासिष्ट	अस्नासिषम्	अस्नासिष्व	अस्नासिष्म
स्नै	ष्णै॒	वेष्टने शोभायां चेत्येके	भ्वादि	01.1072	लृङ्	परस्मै॰	अस्नास्यत्	अस्नास्यताम्	अस्नास्यन्	अस्नास्यः	अस्नास्यतम्	अस्नास्यत	अस्नास्यम्	अस्नास्याव	अस्नास्याम
दै	दै॒प्	शोधने	भ्वादि	01.1073	लट्	परस्मै॰	दायति	दायतः	दायन्ति	दायसि	दायथः	दायथ	दायामि	दायावः	दायामः
दै	दै॒प्	शोधने	भ्वादि	01.1073	लिट्	परस्मै॰	ददौ	ददतुः	ददुः	ददिथ,ददाथ	ददथुः	दद	ददौ	ददिव	ददिम
दै	दै॒प्	शोधने	भ्वादि	01.1073	लुट्	परस्मै॰	दाता	दातारौ	दातारः	दातासि	दातास्थः	दातास्थ	दातास्मि	दातास्वः	दातास्मः
दै	दै॒प्	शोधने	भ्वादि	01.1073	लृट्	परस्मै॰	दास्यति	दास्यतः	दास्यन्ति	दास्यसि	दास्यथः	दास्यथ	दास्यामि	दास्यावः	दास्यामः
दै	दै॒प्	शोधने	भ्वादि	01.1073	लोट्	परस्मै॰	दायतु,दायतात्	दायताम्	दायन्तु	दायतात्,दाय	दायतम्	दायत	दायानि	दायाव	दायाम
दै	दै॒प्	शोधने	भ्वादि	01.1073	लङ्	परस्मै॰	अदायत्	अदायताम्	अदायन्	अदायः	अदायतम्	अदायत	अदायम्	अदायाव	अदायाम
दै	दै॒प्	शोधने	भ्वादि	01.1073	विधिलिङ्	परस्मै॰	दायेत्	दायेताम्	दायेयुः	दायेः	दायेतम्	दायेत	दायेयम्	दायेव	दायेम
दै	दै॒प्	शोधने	भ्वादि	01.1073	आशीर्लिङ्	परस्मै॰	दायात्	दायास्ताम्	दायासुः	दायाः	दायास्तम्	दायास्त	दायासम्	दायास्व	दायास्म
दै	दै॒प्	शोधने	भ्वादि	01.1073	लुङ्	परस्मै॰	अदासीत्	अदासिष्टाम्	अदासिषुः	अदासीः	अदासिष्टम्	अदासिष्ट	अदासिषम्	अदासिष्व	अदासिष्म
दै	दै॒प्	शोधने	भ्वादि	01.1073	लृङ्	परस्मै॰	अदास्यत्	अदास्यताम्	अदास्यन्	अदास्यः	अदास्यतम्	अदास्यत	अदास्यम्	अदास्याव	अदास्याम
पा	पा॒	पाने	भ्वादि	01.1074	लट्	परस्मै॰	पिबति	पिबतः	पिबन्ति	पिबसि	पिबथः	पिबथ	पिबामि	पिबावः	पिबामः
पा	पा॒	पाने	भ्वादि	01.1074	लिट्	परस्मै॰	पपौ	पपतुः	पपुः	पपाथ,पपिथ	पपथुः	पप	पपौ	पपिव	पपिम
पा	पा॒	पाने	भ्वादि	01.1074	लुट्	परस्मै॰	पाता	पातारौ	पातारः	पातासि	पातास्थः	पातास्थ	पातास्मि	पातास्वः	पातास्मः
पा	पा॒	पाने	भ्वादि	01.1074	लृट्	परस्मै॰	पास्यति	पास्यतः	पास्यन्ति	पास्यसि	पास्यथः	पास्यथ	पास्यामि	पास्यावः	पास्यामः
पा	पा॒	पाने	भ्वादि	01.1074	लोट्	परस्मै॰	पिबतु,पिबतात्	पिबताम्	पिबन्तु	पिब,पिबतात्	पिबतम्	पिबत	पिबानि	पिबाव	पिबाम
पा	पा॒	पाने	भ्वादि	01.1074	लङ्	परस्मै॰	अपिबत्	अपिबताम्	अपिबन्	अपिबः	अपिबतम्	अपिबत	अपिबम्	अपिबाव	अपिबाम
पा	पा॒	पाने	भ्वादि	01.1074	विधिलिङ्	परस्मै॰	पिबेत्	पिबेताम्	पिबेयुः	पिबेः	पिबेतम्	पिबेत	पिबेयम्	पिबेव	पिबेम
पा	पा॒	पाने	भ्वादि	01.1074	आशीर्लिङ्	परस्मै॰	पेयात्	पेयास्ताम्	पेयासुः	पेयाः	पेयास्तम्	पेयास्त	पेयासम्	पेयास्व	पेयास्म
पा	पा॒	पाने	भ्वादि	01.1074	लुङ्	परस्मै॰	अपात्	अपाताम्	अपुः	अपाः	अपातम्	अपात	अपाम्	अपाव	अपाम
पा	पा॒	पाने	भ्वादि	01.1074	लृङ्	परस्मै॰	अपास्यत्	अपास्यताम्	अपास्यन्	अपास्यः	अपास्यतम्	अपास्यत	अपास्यम्	अपास्याव	अपास्याम
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	लट्	परस्मै॰	जिघ्रति	जिघ्रतः	जिघ्रन्ति	जिघ्रसि	जिघ्रथः	जिघ्रथ	जिघ्रामि	जिघ्रावः	जिघ्रामः
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	लिट्	परस्मै॰	जघ्रौ	जघ्रतुः	जघ्रुः	जघ्रिथ,जघ्राथ	जघ्रथुः	जघ्र	जघ्रौ	जघ्रिव	जघ्रिम
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	लुट्	परस्मै॰	घ्राता	घ्रातारौ	घ्रातारः	घ्रातासि	घ्रातास्थः	घ्रातास्थ	घ्रातास्मि	घ्रातास्वः	घ्रातास्मः
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	लृट्	परस्मै॰	घ्रास्यति	घ्रास्यतः	घ्रास्यन्ति	घ्रास्यसि	घ्रास्यथः	घ्रास्यथ	घ्रास्यामि	घ्रास्यावः	घ्रास्यामः
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	लोट्	परस्मै॰	जिघ्रतात्,जिघ्रतु	जिघ्रताम्	जिघ्रन्तु	जिघ्र,जिघ्रतात्	जिघ्रतम्	जिघ्रत	जिघ्राणि	जिघ्राव	जिघ्राम
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	लङ्	परस्मै॰	अजिघ्रत्	अजिघ्रताम्	अजिघ्रन्	अजिघ्रः	अजिघ्रतम्	अजिघ्रत	अजिघ्रम्	अजिघ्राव	अजिघ्राम
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	विधिलिङ्	परस्मै॰	जिघ्रेत्	जिघ्रेताम्	जिघ्रेयुः	जिघ्रेः	जिघ्रेतम्	जिघ्रेत	जिघ्रेयम्	जिघ्रेव	जिघ्रेम
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	आशीर्लिङ्	परस्मै॰	घ्रायात्,घ्रेयात्	घ्रेयास्ताम्,घ्रायास्ताम्	घ्रेयासुः,घ्रायासुः	घ्रेयाः,घ्रायाः	घ्रेयास्तम्,घ्रायास्तम्	घ्रायास्त,घ्रेयास्त	घ्रायासम्,घ्रेयासम्	घ्रेयास्व,घ्रायास्व	घ्रायास्म,घ्रेयास्म
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	लुङ्	परस्मै॰	अघ्रासीत्,अघ्रात्	अघ्रासिष्टाम्,अघ्राताम्	अघ्रुः,अघ्रासिषुः	अघ्रासीः,अघ्राः	अघ्रासिष्टम्,अघ्रातम्	अघ्रासिष्ट,अघ्रात	अघ्रासिषम्,अघ्राम्	अघ्राव,अघ्रासिष्व	अघ्राम,अघ्रासिष्म
घ्रा	घ्रा॒	गन्धोपादाने घ्राणे	भ्वादि	01.1075	लृङ्	परस्मै॰	अघ्रास्यत्	अघ्रास्यताम्	अघ्रास्यन्	अघ्रास्यः	अघ्रास्यतम्	अघ्रास्यत	अघ्रास्यम्	अघ्रास्याव	अघ्रास्याम
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	लट्	परस्मै॰	धमति	धमतः	धमन्ति	धमसि	धमथः	धमथ	धमामि	धमावः	धमामः
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	लिट्	परस्मै॰	दध्मौ	दध्मतुः	दध्मुः	दध्मिथ,दध्माथ	दध्मथुः	दध्म	दध्मौ	दध्मिव	दध्मिम
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	लुट्	परस्मै॰	ध्माता	ध्मातारौ	ध्मातारः	ध्मातासि	ध्मातास्थः	ध्मातास्थ	ध्मातास्मि	ध्मातास्वः	ध्मातास्मः
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	लृट्	परस्मै॰	ध्मास्यति	ध्मास्यतः	ध्मास्यन्ति	ध्मास्यसि	ध्मास्यथः	ध्मास्यथ	ध्मास्यामि	ध्मास्यावः	ध्मास्यामः
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	लोट्	परस्मै॰	धमतात्,धमतु	धमताम्	धमन्तु	धमतात्,धम	धमतम्	धमत	धमानि	धमाव	धमाम
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	लङ्	परस्मै॰	अधमत्	अधमताम्	अधमन्	अधमः	अधमतम्	अधमत	अधमम्	अधमाव	अधमाम
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	विधिलिङ्	परस्मै॰	धमेत्	धमेताम्	धमेयुः	धमेः	धमेतम्	धमेत	धमेयम्	धमेव	धमेम
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	आशीर्लिङ्	परस्मै॰	ध्मायात्,ध्मेयात्	ध्मायास्ताम्,ध्मेयास्ताम्	ध्मेयासुः,ध्मायासुः	ध्मायाः,ध्मेयाः	ध्मेयास्तम्,ध्मायास्तम्	ध्मेयास्त,ध्मायास्त	ध्मेयासम्,ध्मायासम्	ध्मेयास्व,ध्मायास्व	ध्मेयास्म,ध्मायास्म
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	लुङ्	परस्मै॰	अध्मासीत्	अध्मासिष्टाम्	अध्मासिषुः	अध्मासीः	अध्मासिष्टम्	अध्मासिष्ट	अध्मासिषम्	अध्मासिष्व	अध्मासिष्म
ध्मा	ध्मा॒	शब्दाग्निसंयोगयोः	भ्वादि	01.1076	लृङ्	परस्मै॰	अध्मास्यत्	अध्मास्यताम्	अध्मास्यन्	अध्मास्यः	अध्मास्यतम्	अध्मास्यत	अध्मास्यम्	अध्मास्याव	अध्मास्याम
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	लट्	परस्मै॰	तिष्ठति	तिष्ठतः	तिष्ठन्ति	तिष्ठसि	तिष्ठथः	तिष्ठथ	तिष्ठामि	तिष्ठावः	तिष्ठामः
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	लिट्	परस्मै॰	तस्थौ	तस्थतुः	तस्थुः	तस्थिथ,तस्थाथ	तस्थथुः	तस्थ	तस्थौ	तस्थिव	तस्थिम
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	लुट्	परस्मै॰	स्थाता	स्थातारौ	स्थातारः	स्थातासि	स्थातास्थः	स्थातास्थ	स्थातास्मि	स्थातास्वः	स्थातास्मः
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	लृट्	परस्मै॰	स्थास्यति	स्थास्यतः	स्थास्यन्ति	स्थास्यसि	स्थास्यथः	स्थास्यथ	स्थास्यामि	स्थास्यावः	स्थास्यामः
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	लोट्	परस्मै॰	तिष्ठतात्,तिष्ठतु	तिष्ठताम्	तिष्ठन्तु	तिष्ठतात्,तिष्ठ	तिष्ठतम्	तिष्ठत	तिष्ठानि	तिष्ठाव	तिष्ठाम
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	लङ्	परस्मै॰	अतिष्ठत्	अतिष्ठताम्	अतिष्ठन्	अतिष्ठः	अतिष्ठतम्	अतिष्ठत	अतिष्ठम्	अतिष्ठाव	अतिष्ठाम
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	विधिलिङ्	परस्मै॰	तिष्ठेत्	तिष्ठेताम्	तिष्ठेयुः	तिष्ठेः	तिष्ठेतम्	तिष्ठेत	तिष्ठेयम्	तिष्ठेव	तिष्ठेम
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	आशीर्लिङ्	परस्मै॰	स्थेयात्	स्थेयास्ताम्	स्थेयासुः	स्थेयाः	स्थेयास्तम्	स्थेयास्त	स्थेयासम्	स्थेयास्व	स्थेयास्म
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	लुङ्	परस्मै॰	अस्थात्	अस्थाताम्	अस्थुः	अस्थाः	अस्थातम्	अस्थात	अस्थाम्	अस्थाव	अस्थाम
स्था	ष्ठा॒	गतिनिवृत्तौ	भ्वादि	01.1077	लृङ्	परस्मै॰	अस्थास्यत्	अस्थास्यताम्	अस्थास्यन्	अस्थास्यः	अस्थास्यतम्	अस्थास्यत	अस्थास्यम्	अस्थास्याव	अस्थास्याम
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	लट्	परस्मै॰	मनति	मनतः	मनन्ति	मनसि	मनथः	मनथ	मनामि	मनावः	मनामः
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	लिट्	परस्मै॰	मम्नौ	मम्नतुः	मम्नुः	मम्निथ,मम्नाथ	मम्नथुः	मम्न	मम्नौ	मम्निव	मम्निम
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	लुट्	परस्मै॰	म्नाता	म्नातारौ	म्नातारः	म्नातासि	म्नातास्थः	म्नातास्थ	म्नातास्मि	म्नातास्वः	म्नातास्मः
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	लृट्	परस्मै॰	म्नास्यति	म्नास्यतः	म्नास्यन्ति	म्नास्यसि	म्नास्यथः	म्नास्यथ	म्नास्यामि	म्नास्यावः	म्नास्यामः
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	लोट्	परस्मै॰	मनतात्,मनतु	मनताम्	मनन्तु	मनतात्,मन	मनतम्	मनत	मनानि	मनाव	मनाम
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	लङ्	परस्मै॰	अमनत्	अमनताम्	अमनन्	अमनः	अमनतम्	अमनत	अमनम्	अमनाव	अमनाम
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	विधिलिङ्	परस्मै॰	मनेत्	मनेताम्	मनेयुः	मनेः	मनेतम्	मनेत	मनेयम्	मनेव	मनेम
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	आशीर्लिङ्	परस्मै॰	म्नायात्,म्नेयात्	म्नायास्ताम्,म्नेयास्ताम्	म्नायासुः,म्नेयासुः	म्नायाः,म्नेयाः	म्नेयास्तम्,म्नायास्तम्	म्नायास्त,म्नेयास्त	म्नेयासम्,म्नायासम्	म्नायास्व,म्नेयास्व	म्नायास्म,म्नेयास्म
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	लुङ्	परस्मै॰	अम्नासीत्	अम्नासिष्टाम्	अम्नासिषुः	अम्नासीः	अम्नासिष्टम्	अम्नासिष्ट	अम्नासिषम्	अम्नासिष्व	अम्नासिष्म
म्ना	म्ना॒	अभ्यासे	भ्वादि	01.1078	लृङ्	परस्मै॰	अम्नास्यत्	अम्नास्यताम्	अम्नास्यन्	अम्नास्यः	अम्नास्यतम्	अम्नास्यत	अम्नास्यम्	अम्नास्याव	अम्नास्याम
दा	दा॒ण्	दाने	भ्वादि	01.1079	लट्	परस्मै॰	यच्छति	यच्छतः	यच्छन्ति	यच्छसि	यच्छथः	यच्छथ	यच्छामि	यच्छावः	यच्छामः
दा	दा॒ण्	दाने	भ्वादि	01.1079	लिट्	परस्मै॰	ददौ	ददतुः	ददुः	ददिथ,ददाथ	ददथुः	दद	ददौ	ददिव	ददिम
दा	दा॒ण्	दाने	भ्वादि	01.1079	लुट्	परस्मै॰	दाता	दातारौ	दातारः	दातासि	दातास्थः	दातास्थ	दातास्मि	दातास्वः	दातास्मः
दा	दा॒ण्	दाने	भ्वादि	01.1079	लृट्	परस्मै॰	दास्यति	दास्यतः	दास्यन्ति	दास्यसि	दास्यथः	दास्यथ	दास्यामि	दास्यावः	दास्यामः
दा	दा॒ण्	दाने	भ्वादि	01.1079	लोट्	परस्मै॰	यच्छतात्,यच्छतु	यच्छताम्	यच्छन्तु	यच्छतात्,यच्छ	यच्छतम्	यच्छत	यच्छानि	यच्छाव	यच्छाम
दा	दा॒ण्	दाने	भ्वादि	01.1079	लङ्	परस्मै॰	अयच्छत्	अयच्छताम्	अयच्छन्	अयच्छः	अयच्छतम्	अयच्छत	अयच्छम्	अयच्छाव	अयच्छाम
दा	दा॒ण्	दाने	भ्वादि	01.1079	विधिलिङ्	परस्मै॰	यच्छेत्	यच्छेताम्	यच्छेयुः	यच्छेः	यच्छेतम्	यच्छेत	यच्छेयम्	यच्छेव	यच्छेम
दा	दा॒ण्	दाने	भ्वादि	01.1079	आशीर्लिङ्	परस्मै॰	देयात्	देयास्ताम्	देयासुः	देयाः	देयास्तम्	देयास्त	देयासम्	देयास्व	देयास्म
दा	दा॒ण्	दाने	भ्वादि	01.1079	लुङ्	परस्मै॰	अदात्	अदाताम्	अदुः	अदाः	अदातम्	अदात	अदाम्	अदाव	अदाम
दा	दा॒ण्	दाने	भ्वादि	01.1079	लृङ्	परस्मै॰	अदास्यत्	अदास्यताम्	अदास्यन्	अदास्यः	अदास्यतम्	अदास्यत	अदास्यम्	अदास्याव	अदास्याम
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	लट्	परस्मै॰	ह्वरति	ह्वरतः	ह्वरन्ति	ह्वरसि	ह्वरथः	ह्वरथ	ह्वरामि	ह्वरावः	ह्वरामः
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	लिट्	परस्मै॰	जह्वार	जह्वरतुः	जह्वरुः	जह्वरिथ	जह्वरथुः	जह्वर	जह्वर,जह्वार	जह्वरिव	जह्वरिम
