धातुः	धातुपाठे	अर्थः	गणः	संख्या	लकारः	पदम्	प्र॰एक॰	प्र॰द्वि॰	प्र॰बहु॰	म॰एक॰	म॰द्वि॰	म॰बहु॰	उ॰एक॰	उ॰द्वि॰	उ॰बहु॰
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	लुट्	परस्मै॰	ह्वर्ता	ह्वर्तारौ	ह्वर्तारः	ह्वर्तासि	ह्वर्तास्थः	ह्वर्तास्थ	ह्वर्तास्मि	ह्वर्तास्वः	ह्वर्तास्मः
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	लृट्	परस्मै॰	ह्वरिष्यति	ह्वरिष्यतः	ह्वरिष्यन्ति	ह्वरिष्यसि	ह्वरिष्यथः	ह्वरिष्यथ	ह्वरिष्यामि	ह्वरिष्यावः	ह्वरिष्यामः
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	लोट्	परस्मै॰	ह्वरतात्,ह्वरतु	ह्वरताम्	ह्वरन्तु	ह्वर,ह्वरतात्	ह्वरतम्	ह्वरत	ह्वराणि	ह्वराव	ह्वराम
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	लङ्	परस्मै॰	अह्वरत्	अह्वरताम्	अह्वरन्	अह्वरः	अह्वरतम्	अह्वरत	अह्वरम्	अह्वराव	अह्वराम
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	विधिलिङ्	परस्मै॰	ह्वरेत्	ह्वरेताम्	ह्वरेयुः	ह्वरेः	ह्वरेतम्	ह्वरेत	ह्वरेयम्	ह्वरेव	ह्वरेम
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	आशीर्लिङ्	परस्मै॰	ह्वर्यात्	ह्वर्यास्ताम्	ह्वर्यासुः	ह्वर्याः	ह्वर्यास्तम्	ह्वर्यास्त	ह्वर्यासम्	ह्वर्यास्व	ह्वर्यास्म
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	लुङ्	परस्मै॰	अह्वार्षीत्	अह्वार्ष्टाम्	अह्वार्षुः	अह्वार्षीः	अह्वार्ष्टम्	अह्वार्ष्ट	अह्वार्षम्	अह्वार्ष्व	अह्वार्ष्म
ह्वृ	ह्वृ॒	संवरणे वरणे इत्येके	भ्वादि	01.1080	लृङ्	परस्मै॰	अह्वरिष्यत्	अह्वरिष्यताम्	अह्वरिष्यन्	अह्वरिष्यः	अह्वरिष्यतम्	अह्वरिष्यत	अह्वरिष्यम्	अह्वरिष्याव	अह्वरिष्याम
स्वृ	स्वृ॒	शब्दोपतापयोः	भ्वादि	01.1081	लट्	परस्मै॰	स्वरति	स्वरतः	स्वरन्ति	स्वरसि	स्वरथः	स्वरथ	स्वरामि	स्वरावः	स्वरामः
स्वृ	स्वृ॒	शब्दोपतापयोः	भ्वादि	01.1081	लिट्	परस्मै॰	सस्वार	सस्वरतुः	सस्वरुः	सस्वरिथ	सस्वरथुः	सस्वर	सस्वर,सस्वार	सस्वरिव	सस्वरिम
स्वृ	स्वृ॒	शब्दोपतापयोः	भ्वादि	01.1081	लुट्	परस्मै॰	स्वर्ता,स्वरिता	स्वर्तारौ,स्वरितारौ	स्वरितारः,स्वर्तारः	स्वर्तासि,स्वरितासि	स्वरितास्थः,स्वर्तास्थः	स्वर्तास्थ,स्वरितास्थ	स्वरितास्मि,स्वर्तास्मि	स्वर्तास्वः,स्वरितास्वः	स्वरितास्मः,स्वर्तास्मः
स्वृ	स्वृ॒	शब्दोपतापयोः	भ्वादि	01.1081	लृट्	परस्मै॰	स्वरिष्यति,स्वर्ष्यति	स्वरिष्यतः,स्वर्ष्यतः	स्वर्ष्यन्ति,स्वरिष्यन्ति	स्वरिष्यसि,स्वर्ष्यसि	स्वरिष्यथः,स्वर्ष्यथः	स्वर्ष्यथ,स्वरिष्यथ	स्वर्ष्यामि,स्वरिष्यामि	स्वर्ष्यावः,स्वरिष्यावः	स्वर्ष्यामः,स्वरिष्यामः
स्वृ	स्वृ॒	शब्दोपतापयोः	भ्वादि	01.1081	लोट्	परस्मै॰	स्वरतात्,स्वरतु	स्वरताम्	स्वरन्तु	स्वर,स्वरतात्	स्वरतम्	स्वरत	स्वराणि	स्वराव	स्वराम
स्वृ	स्वृ॒	शब्दोपतापयोः	भ्वादि	01.1081	लङ्	परस्मै॰	अस्वरत्	अस्वरताम्	अस्वरन्	अस्वरः	अस्वरतम्	अस्वरत	अस्वरम्	अस्वराव	अस्वराम
